nid;transaccion_tipo;digitalizacion_medir;digitalizacion_observacion;descargas_obligatorias;formulario_digital;turno_requerido;turno_digital;identificacion_digital;posee_notificaciones;notificaciones;pago_requerido_list;pago_electronico_list;resumen_nivel;relevamiento_observaciones;recomendacion;observacion_recomendacion;texto_servicio;cat1;cat2;cat3;cat4
1150;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Gestionar establecimientos para frutas y hortalizas;Reinscribir establecimiento;De empaque y frigoríficos de frutas de carozo y pepita;;Reinscribir establecimientos de empaque y frigoríficos de frutas de carozo y pepita
1151;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para frutas hortalizas y aromáticas;Inscribir;Empacadoras y frigoríficos para exportación de frutas, hortalizas y aromáticas;;Inscribir empacadoras y frigoríficos para exportación de frutas, hortalizas y aromáticas
1152;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE PROPIA;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;4;No se si el pago es electrónico;NINGUNA;;Gestionar establecimientos para frutas y hortalizas;Inscribir empresa;Para exportar frutas y hortalizas a Rusia, Indonesia y Filipinas;;Inscribir empresas para exportar frutas y hortalizas a Rusia, Indonesia y Filipinas
1153;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para frutas y hortalizas;Inscribir centro;Centros de reexpedición de frutas y hortalizas para mercado interno;;Inscribir centros de reexpedición de frutas y hortalizas para mercado interno
1154;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para frutas y hortalizas;Inscribir depósito;Depósitos de frutas y hortalizas para mercado interno;;Inscribir depósitos de frutas y hortalizas para mercado interno
1155;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para frutas y hortalizas;Inscribir mercado;De frutas y hortalizas para mercado interno;;Inscribir mercados mayoristas de frutas y hortalizas para mercado interno
1156;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Gestionar establecimientos para frutas y hortalizas;Reinscribir mercado;De frutas y hortalizas para mercado interno;;Reinscribir mercados mayoristas de frutas y hortalizas para mercado interno
1157;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Gestionar establecimientos para producto de origen vegetal;Habilitar establecimiento;Galpones de empaque de papa andina;;Habilitar galpones de empaque de papa andina
1158;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Realizar actividad Granaria;Habilitar establecimiento;Plantas procesadoras de maní para exportar a la Unión Europea;;Habilitar plantas procesadoras de maní para exportar a la Unión Europea
1159;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para producto de origen vegetal;Habilitar establecimiento;Predios cuarentenarios de productos vegetales;;Habilitar predios cuarentenarios de productos vegetales
1160;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;ELIMINAR;;Gestionar establecimientos para frutas y hortalizas;;;;Establecimiento de productos de origen vegetal - Hortalizas - Inscripción de establecimientos de empaque y frigorífico para mercado interno
1161;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;ELIMINAR;;Gestionar establecimientos para frutas y hortalizas;;;;Establecimiento de productos de origen vegetal - Hortalizas - Reinscripción de establecimientos de empaque y frigorífico para mercado interno
1162;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Realizar actividad agraria;Inscribir en registro;De especialidades granarias.;;Inscribir certificadoras de identidad preservada para especialidades granarias
1163;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Realizar actividad agraria;Inscribir en registro;De certificadoras y controladoras de granos y subproductos para exportación.;;Inscribir certificadoras y controladoras de granos y subproductos para exportación
1164;SIN INFORMACIÓN;NO;x Error en página;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Error 500;ELIMINAR;;establecimientos para productos de origen vegetal;Establecimientos de productos de origen vegetal - Inscripción de certificadoras de productos orgánicos;Establecimientos de productos de origen vegetal - Inscripción de certificadoras de productos orgánicos;;Establecimientos de productos de origen vegetal - Inscripción de certificadoras de productos orgánicos
1165;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para producto de origen vegetal;Inscribir establecimiento;Desmotadoras, hilanderías y operadores intermediarios de algodón;;Inscribir desmotadoras, hilanderías y operadores intermediarios de algodón
1166;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Gestionar establecimientos para frutas hortalizas y aromáticas;Inscribir;Molinos de pimentón, ají y comino;;Inscribir molinos de pimentón, ají y comino
1167;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para productos de origen vegetal y animal;Inscribir;De Playas, terminales de carga, depósito de contenedores de productos vegetales y animales ;;Inscribir playas, terminales de carga, depósito de contenedores de productos vegetales y animales 
1168;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para producto de origen vegetal;Inscribir establecimiento;Viveros de palmeras para exportar;;Inscribir viveros de palmeras para exportar
1169;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Realizar actividad Granaria;Levantar cuarentena;De predios de productos vegetales habilitados;;Levantar cuarentena de predios de productos vegetales habilitados
1170;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Realizar actividad Granaria;Rehabilitar establecimiento;De playas, terminales de carga, depósitos de productos vegetales y animales;;Solicitar la rehabilitación de playas, terminales de carga, depósitos de productos vegetales y animales
1171;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Realizar actividad agraria;Reinscribir en registro;De especialidades granarias.;;Reinscribir certificadoras de identidad preservada para especialidades granarias
1172;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Realizar actividad agraria;Reinscribir en registro;De certificadoras y controladoras de granos y subproductos para exportación.;;Reinscribir controladoras y certificadoras de granos y subproductos para exportación
1173;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para animales vivos;Renovar habilitación ;De plantas procesadoras de maní para exportar a la Unión Europea;;Renovar la habilitación de plantas procesadoras de maní para exportar a la Unión Europea
1174;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar material reproductivo;Habilitar;Centros de transferencia embrionaria o bancos de semen;;Habilitar centros de transferencia embrionaria o bancos de semen
1175;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para animales vivos;Habilitar;Playas de lavado y desinfección de camiones jaula;;Habilitar playas de lavado y desinfección de camiones jaula
1176;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Gestionar establecimientos para animales vivos;Inscribir ;Cabañas avícolas en el Programa de erradicación de la micoplasmosis y salmonelosis;;Inscribir cabañas avícolas en el Programa de erradicación de la micoplasmosis y salmonelosis
1177;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para animales vivos;Inscribir;Criaderos de caracoles;;Inscribir criaderos de caracoles
1178;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;Algun/os links no funcionan;NINGUNA;;Gestionar establecimientos para animales vivos;Inscribir;Criaderos productores de conejos;;Inscribir criaderos productores de conejos
1179;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para animales vivos;Inscribir establecimientos ;Rurales proveedores de ganado para faena de exportación;;Inscribir establecimientos rurales proveedores de ganado para faena de exportación
1180;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para animales vivos;Inscribir establecimientos;Libres de brucelosis porcina y enfermedad de Aujeszky;;Inscribir establecimientos libres de brucelosis porcina y enfermedad de Aujeszky
1181;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para animales vivos;Inscribir establecimientos;Proveedores de equinos a faena con destino a la Unión Europea;;Inscribir establecimientos proveedores de equinos a faena con destino a la Unión Europea
1182;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para animales vivos;Inscribir establecimientos;Rurales de origen;;Inscribir establecimientos rurales de origen
1183;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Realizar actividad apícola;Inscribir establecimiento;Apiarios de crianza de abejas (cabañas apícolas);;Inscribir apiarios de crianza de abejas (cabañas apícolas)
1184;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE PROPIA;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;NINGUNA;;Comercializar productos veterinarios;Inscribir;Fabricantes, importadores e impresores de dispositivos de identificación animal (caravanas);;Inscribir fabricantes, importadores e impresores de dispositivos de identificación animal (caravanas)
1185;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para animales vivos;Inscribir ;Feedlots para faena con destino a exportación;;Inscribir feedlots para faena con destino a exportación
1186;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE PROPIA;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;No se si el SIGAD ( Sistema Nacional Pagos/Pago directo del Senasa) permite el pago electronico.;NINGUNA;;Gestionar establecimientos para animales vivos;Establecimientos para animales vivos - Inscripción en el registro de establecimientos avícolas proveedores de aves de corral para faena;De establecimientos avícolas proveedores de aves de corral para faena;;Establecimientos para animales vivos - Inscripción en el registro de establecimientos avícolas proveedores de aves de corral para faena
1187;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar entes sanitarios;Inscribir;Fundaciones en el registro de entes sanitarios locales;;Inscribir fundaciones en el registro de entes sanitarios locales
1188;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para animales vivos;Inscribir establecimientos ;Para el saneamiento de leucosis enzoótica bovina;;Inscribir establecimientos para el saneamiento de leucosis enzoótica bovina
1189;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para animales vivos;Inscribir establecimientos;Para el saneamiento de tuberculosis bovina;;Inscribir establecimientos para el saneamiento de tuberculosis bovina
1190;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para animales vivos;Inscribir establecimientos;Para el saneamiento de brucelosis;;Inscribir establecimientos para el saneamiento de brucelosis
1191;SOLICITUD;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE PROPIA;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;No se si el SIGAD ( Sistema Nacional Pagos/Pago directo del Senasa) permite el pago electronico.;JUNTAR;"1082;1191";Gestionar establecimientos para animales vivos;Obtener certificado;De Local de remate o feria ;Eximidos de playa de lavado y desinfección;Obtener el certificado de habilitación de remate o feria eximidos de playa de lavado y desinfección
1192;SOLICITUD;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE PROPIA;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;No se si el SIGAD ( Sistema Nacional Pagos/Pago directo del Senasa) permite el pago electronico.;NINGUNA;;Gestionar establecimientos para animales vivos;Obtener certificado;De la transferencia de habilitación local de remate o feria ;Con playa de lavado y desinfección;Obtener el certificado de habilitación de remate o feria con playa de lavado y desinfección
1193;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar establecimientos para animales vivos;Obtener certificado;De habilitación de playas de lavado y desinfección de camiones jaula;;Obtener el certificado de habilitación de playas de lavado y desinfección de camiones jaula
1194;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Ser exportador/ importador;Inscribir en registro;De Exportadores e Importadores del SENASA;;Inscribirse como exportador o importador en el registro del SENASA
1195;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Ser exportador/ importador;Reinscribir en registro;De Exportadores e Importadores del SENASA;;Reinscribirse en el Registro de Exportadores e Importadores del SENASA
1196;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar Laboratorios;Obtener antígenos;Para diagnóstico de enfermedades animales de origen bacteriano;;
1197;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar Laboratorios;Obtener antígenos;Y reactivos bacterianos, cepas bacterianas y animales de laboratorio para controles de calidad;;
1198;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Gestionar Laboratorios;Obtener antígenos;Y reactivos para diagnóstico de enfermedades virales animales ;;
1199;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;NINGUNA;;Gestionar Laboratorios;Autorizar;Aditivos, coadyuvantes de elaboración y componentes de formulación no aditivos para la industria alimentaria;;
1200;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;NINGUNA;;Gestionar Laboratorios;Autorizar;Agentes de limpieza, desengrasantes y desincrustantes para la industria alimentaria;;
1201;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Gestionar Laboratorios;Obtener diagnóstico;De enfermedades bacterianas por aislamiento del agente causal;;
1202;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Gestionar Laboratorios;Obtener diagnóstico;Diagnóstico de enfermedades virales por aislamiento e identificación del agente etiológico;;
1203;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Gestionar Laboratorios;Obtener diagnóstico;Triquinelosis, anemia infecciosa equina, brucelosis y leucosis;;
1204;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Gestionar Laboratorios;Obtener diagnóstico;Parasitológico;;
1205;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Gestionar Laboratorios;Obtener diagnóstico;Serológico de agentes virales;;
1206;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Gestionar Laboratorios;Obtener diagnóstico;Serológico de enfermedades bacterianas;;
1207;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Gestionar Laboratorios;Inscribir en red nacional;De Laboratorios de Ensayo y Diagnóstico autorizados;;
1208;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Gestionar Laboratorios;Solicitar analisis;De productos de origen animal para determinar residuos de medicamentos y contaminantes;;
1209;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Gestionar Laboratorios;Solicitar analisis;De productos o alimentos vegetales, insumos agrícolas y agua;;
1210;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Gestionar Laboratorios;Solicitar analisis;De vacunas bacterianas;;
1211;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Gestionar Laboratorios;Solicitar analisis;De vacunas combinadas;;
1212;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Gestionar Laboratorios;Solicitar analisis;De vacunas virales;;
1213;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;No dice si el trámite puede abonarse por medio electrónico;NINGUNA;;Gestionar Laboratorios;Solictar patrones y muestras;Certificadas para análisis de residuos de medicamentos y contaminantes;;
1214;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Realizar actividad agrícola y pecuaria;Actualizar registro;Nacional Sanitario de Productores Agropecuarios (RENSPA);;Actualizar los datos en el Registro Nacional Sanitario de Productores Agropecuarios (RENSPA)
1215;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Realizar actividad agrícola y pecuaria;Actualizar datos;Para el censo anual de palomas mensajeras y vacunar contra la enfermedad de Newcastle;;Actualizar datos para el censo anual de palomas mensajeras y vacunar contra la enfermedad de Newcastle
1216;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Realizar actividad agrícola y pecuaria;Inscribir en registro;En el Registro Nacional Sanitario de Colombófilos (RENSCo);;Inscribirse en el Registro Nacional Sanitario de Colombófilos (RENSCo)
1217;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar alimentos para animales;Obtener el certificado;de aprobación de alimentos importados;;Obtener el certificado de aprobación de alimentos importados
1218;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar productos orgánicos;Obtener el certificado ;de aprobación de alimentos, incluidos los productos orgánicos;;Obtener el certificado de aprobación de alimentos, incluidos los productos orgánicos
1219;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;;NINGUNA;;Comercializar Organismos geneticamente modificados;Obtener el certificado ;para la exportación de organismos genéticamente modificados (OGM);;Obtener el certificado para la exportación de organismos genéticamente modificados (OGM)
